"MonthlyEarnings","AveWeeklyHours","IQ","Knowledge","YearsEdu","YearsExperience","Tenure","Age","Married","Black","South","Urban","NumSiblings","BirthOrder","MomEdu","DadEdu"
773.45,860,121,49,17,12,13,34,1,0,0,1,1,2,11,12
811.3,902,106,38,10,15,3,36,1,0,1,1,4,5,14,10
624.44,695,116,40,18,5,9,30,1,0,0,1,4,5,12,12
2216.29,2465,64,37,11,22,3,38,1,1,0,1,7,NA,NA,NA
1516.16,1687,97,48,16,4,1,32,1,0,0,1,11,3,16,16
898.82,1000,88,34,12,12,15,31,1,0,1,1,2,1,12,7
2003.41,2229,113,30,15,9,8,29,0,0,0,1,3,1,12,16
1419.19,1579,109,42,15,7,8,33,1,0,0,1,2,1,11,12
1005.25,1118,115,37,12,11,1,29,1,0,0,1,3,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339.95,1491,106,44,16,13,10,36,1,0,1,0,1,1,12,NA
473.06,526,100,43,12,12,3,32,1,0,0,1,3,2,5,8
773.45,860,111,51,13,5,16,38,1,0,0,1,3,3,12,9
1800,2002,102,37,12,15,16,37,1,0,0,0,3,2,12,10
1591.85,1771,60,34,16,8,2,31,1,0,1,1,2,3,NA,NA
1705.38,1897,105,42,12,9,16,37,1,0,1,1,3,4,NA,NA
781.74,870,96,25,13,8,6,29,0,0,1,0,3,2,NA,5
795.93,885,92,34,17,6,4,31,1,0,0,1,5,5,16,12
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032.46,1148,109,25,12,12,12,28,1,0,1,0,1,1,NA,11
1156.63,1287,89,47,12,17,2,38,1,0,0,1,0,1,12,NA
704.86,784,62,26,12,16,14,33,1,1,1,0,9,8,2,8
1213.4,1350,85,46,12,4,16,38,1,0,0,1,1,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682.4,759,104,43,14,6,2,30,1,0,1,1,2,3,14,12
859.79,956,97,29,12,11,11,31,1,0,0,0,3,1,12,11
960.32,1068,115,46,16,11,3,34,1,0,0,1,1,2,12,8
1894.61,2107,124,36,16,12,2,37,1,0,0,1,1,2,12,12
464.79,517,92,37,12,15,16,38,1,0,1,1,1,1,8,7
1306.84,1454,103,32,13,10,11,30,1,0,0,1,1,1,16,15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064.39,1184,54,37,14,12,3,31,1,0,1,1,2,1,12,12
1608.41,1789,109,39,15,6,9,36,1,0,0,1,3,3,12,10
1023,1138,114,26,12,6,8,30,1,0,0,0,2,3,8,8
422.21,470,97,34,14,6,3,28,1,0,1,0,1,2,13,16
568.86,633,82,27,12,9,2,32,1,0,1,0,2,2,12,8
750.98,835,128,35,18,8,13,36,0,0,0,1,2,1,16,16
567.67,631,59,28,10,11,5,34,0,0,0,1,0,1,8,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942.58,1048,89,38,12,10,7,36,1,0,1,0,1,2,7,8
1070.31,1191,109,41,14,11,14,36,1,0,0,1,3,4,8,8
1621.42,1804,128,50,18,8,13,36,1,0,0,0,1,2,16,12
1705.38,1897,118,33,16,6,7,29,1,0,0,1,2,1,16,12
1705.38,1897,108,40,12,17,17,36,1,0,1,1,1,1,9,12
2843.11,3163,106,38,15,8,0,32,1,0,0,1,2,1,12,12
1064.39,1184,78,21,12,16,5,33,1,1,0,1,4,1,7,6
473.06,526,68,35,12,4,9,31,1,1,1,1,6,1,6,2
1034.82,1151,124,40,16,9,3,31,0,0,0,0,2,2,17,16
721.43,802,89,21,12,14,4,30,1,0,0,0,1,2,7,6
994.62,1106,102,38,16,10,1,29,1,0,0,1,3,1,12,12
886.99,987,94,38,14,12,10,33,1,0,0,0,1,1,11,12
1182.66,1316,98,34,12,17,13,36,1,0,1,1,3,NA,12,NA
827.86,921,99,40,12,15,7,32,1,0,1,0,4,2,10,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886.99,987,94,18,12,16,3,37,1,1,0,1,7,3,8,8
